"name","mean"
"Afghanistan",0.0691201917571505
"Albania",0.0635372366749277
"Algeria",0.0343896710730447
"Angola",0.0862362278419057
"Antigua and Barbuda",0.01347
"Argentina",0.10654241890695
"Armenia",0.114134923287525
"Australia",0.107128588512314
"Austria",-0.0265841598887639
"Azerbaijan",0.0999730838685433
"Bahamas",0.139066348012658
"Bahrain",0.0982210488133318
"Bangladesh",0.116377250208365
"Barbados",0.135324269829405
"Belarus",0.0199076595381265
"Belgium",0.00387686339330724
"Belize",0.135368041563766
"Benin",0.0726235716402437
"Bhutan",0.103314697949413
"Bolivia",0.041780231718403
"Bosnia and Herzegovina",-0.0237078661461996
"Botswana",0.401370433622755
"Brazil",0.0530486334827024
"Brunei Darussalam",0.079220499320662
"Bulgaria",-0.021959666932527
"Burkina Faso",0.0164593693469247
"Burma",0.135874419259296
"Burundi",0.306118611882312
"Cambodia",0.131445915325488
"Cameroon",0.0518564150142891
"Canada",0.134021475647829
"Cape Verde",0.0212970106347472
"Central African Republic",0.0445270943413746
"Chad",0.0111321836425495
"Chile",0.0815260765425343
"China",0.145192781150606
"Colombia",0.119018274931303
"Comoros",0.0807897974752222
"Congo",0.0541216508981037
"Costa Rica",0.135981560416702
"Cote d'Ivoire",-0.000898579445522804
"Croatia",-0.012087967464335
"Cuba",0.0680074466734879
"Cyprus",0.00615059906863743
"Czech Republic",-0.00141799684885042
"Democratic Republic of the Congo",0.0669695844616369
"Denmark",0.066151263248473
"Djibouti",0.0526749573318384
"Dominica",0.0455661990762703
"Dominican Republic",0.141501138542748
"Ecuador",0.138936826904258
"Egypt",0.0745875874185131
"El Salvador",0.134813213599069
"Equatorial Guinea",0.00350677156254477
"Eritrea",0.0161037182556741
"Estonia",0.0564339047821067
"Ethiopia",0.0760410178805529
"Faroe Islands",0.0966909388319811
"Fiji",0.143157592939967
"Finland",0.102770977234226
"France",0.0729426872340073
"French Polynesia",0.137141169449721
"Gabon",-0.0113118864428227
"Gambia",0.0269664835317179
"Georgia",0.0963017004764219
"Germany",0.0470311855617255
"Ghana",0.144475702101622
"Greece",0.00930071839305243
"Grenada",0.136504074999869
"Guatemala",0.134885340751118
"Guinea",0.0215327224849457
"Guinea-Bissau",-0.000895208123422279
"Guyana",0.148877596934427
"Haiti",0.134175848428164
"Honduras",0.133843037152553
"Hong Kong",0.13297846746376
"Hungary",-0.0198507762714409
"Iceland",0.050597982817789
"India",0.0986568815629955
"Indonesia",0.120720500777838
"Iran (Islamic Republic of)",0.117103517657637
"Iraq",0.116283913445953
"Ireland",0.0509790084064106
"Israel",0.0591037455153095
"Italy",0.0218414506992856
"Jamaica",0.138541980956174
"Japan",0.140730827672931
"Jordan",0.0484448493106146
"Kazakhstan",0.0966968086312292
"Kenya",0.143238420972413
"Kiribati",0.0263662852847163
"Korea, Democratic People's Republic of",0.103574609744943
"Korea, Republic of",0.116966467841998
"Kuwait",0.12703416496628
"Kyrgyzstan",0.045191919514183
"Lao People's Democratic Republic",0.135496387520857
"Latvia",0.0949844677674071
"Lebanon",0.0498859661659175
"Lesotho",0.0677243272859225
"Liberia",0.132086388886221
"Libyan Arab Jamahiriya",0.0276638702891008
"Lithuania",0.0423194786656555
"Luxembourg",-0.0154822112037837
"Macau",0.173056130105147
"Madagascar",0.0841610656103341
"Malawi",0.241251879399447
"Malaysia",0.109427749612999
"Maldives",0.117050478910969
"Mali",0.00167948795486008
"Malta",-0.0165633206408993
"Marshall Islands",0.00106411130002405
"Mauritania",0.0164847737338145
"Mauritius",0.0317283618728327
"Mexico",0.136021216385926
"Micronesia, Federated States of",0.02694
"Mongolia",0.119869419520401
"Montenegro",-0.0185623300763939
"Morocco",0.0617717991377124
"Mozambique",0.123473674182532
"Namibia",0.159916523738304
"Nauru",0.105876923076923
"Nepal",0.127460972463371
"Netherlands",0.0406758704744226
"New Caledonia",0.12089742296775
"New Zealand",0.127422226961211
"Nicaragua",0.141852485328396
"Niger",0.0452722933830714
"Nigeria",0.125095426476237
"Norway",0.111191030116801
"Oman",0.102135483201837
"Pakistan",0.125008534371492
"Palestine",0.011517946673296
"Panama",0.128788775985292
"Papua New Guinea",0.143448290127716
"Paraguay",0.10957938179917
"Peru",0.11425102420711
"Philippines",0.123431650071404
"Poland",-0.0103517406712592
"Portugal",0.0557320363593726
"Qatar",0.113224592147285
"Republic of Moldova",-0.00379808906739007
"Romania",-0.0169910779566235
"Russia",0.111110553086442
"Rwanda",0.196762567950966
"Saint Kitts and Nevis",0.25021
"Saint Lucia",0.0737481120804642
"Saint Vincent and the Grenadines",0.136484146246201
"Samoa",0.0521539400014059
"Saudi Arabia",0.0911309988077868
"Senegal",0.0284113653805569
"Serbia",-0.0198070402805374
"Seychelles",0.117669604428504
"Sierra Leone",0.0832304986204035
"Singapore",0.140208285640892
"Slovakia",-0.0301103360264167
"Slovenia",-0.0279876699043125
"Solomon Islands",0.143110324559206
"Somalia",0.26442826287012
"South Africa",0.0883165380372582
"Spain",0.0583167449051748
"Sri Lanka",0.150625810053063
"Sudan",0.099577221836562
"Suriname",0.0638398222856982
"Swaziland",0.337137273183225
"Sweden",0.0482182324572808
"Switzerland",0.00695982584779485
"Syrian Arab Republic",0.0279660956963403
"Taiwan",0.146207827179698
"Tajikistan",0.0436684929360756
"Thailand",0.124356660443172
"The former Yugoslav Republic of Macedonia",-0.0227837869323636
"Timor-Leste",0.236057802643369
"Togo",0.0815931205940655
"Tonga",0.01856
"Trinidad and Tobago",0.136219566160684
"Tunisia",0.042788902084734
"Turkey",0.094471366302193
"Turkmenistan",0.0168552830437658
"Tuvalu",0.05084
"Uganda",0.110002069044939
"Ukraine",0.0102871432271932
"United Arab Emirates",0.109389637013307
"United Kingdom",0.0642179886904582
"United Republic of Tanzania",0.129252602896388
"United States",0.165314106672793
"Uruguay",0.0839670520717376
"Uzbekistan",0.046284291193428
"Vanuatu",0.12248
"Venezuela",0.12745987619707
"Viet Nam",0.120779731721041
"Yemen",0.0904228134170031
"Zambia",0.335001848823719
"Zimbabwe",0.525302753846144
